Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status,Patient Age,Patient Sex,Patient BMI,Enable Treatment
34,20,9,0,0.46470588235294114,0.7043647837116922,0.29249961361499743,0.0,100.0,0,RUNNING,50,male,25,True
35,20,20,0,0.4714285714285714,0.945029774248902,0.09119206020644051,0.0,97.05882352941177,1,RUNNING,50,male,25,True
35,20,20,0,0.4714285714285714,0.9924999999999999,0.0033866141342162003,0.0,97.05882352941177,2,RUNNING,50,male,25,True
36,20,20,0,0.4722222222222222,0.99,0.0030621943683008983,0.0,94.11764705882352,3,RUNNING,50,male,25,True
36,20,20,0,0.4722222222222222,0.99,0.002811233249176151,0.0,94.11764705882352,4,RUNNING,50,male,25,True
36,20,20,0,0.4722222222222222,0.9924999999999999,0.0028508941993577314,0.0,94.11764705882352,5,RUNNING,50,male,25,True
36,20,20,0,0.47777777777777775,0.99,0.0023456786475656876,0.0,94.11764705882352,6,RUNNING,50,male,25,True
34,20,20,0,0.47058823529411764,0.9924999999999999,0.0031873525002947033,0.0,100.0,7,RUNNING,50,male,25,True
36,20,20,0,0.47777777777777775,0.99,0.002638847892646856,0.0,94.11764705882352,8,RUNNING,50,male,25,True
36,20,20,0,0.47777777777777775,0.9924999999999999,0.0026502622429233898,0.0,94.11764705882352,9,RUNNING,50,male,25,True
35,20,20,0,0.47714285714285715,0.9924999999999999,0.0025078825568046713,0.0,97.05882352941177,10,RUNNING,50,male,25,True
36,20,20,0,0.4833333333333333,0.99,0.00280580898633435,0.0,94.11764705882352,11,RUNNING,50,male,25,True
36,20,20,0,0.4888888888888888,0.9924999999999999,0.002067401092888509,0.0,94.11764705882352,12,RUNNING,50,male,25,True
36,20,20,0,0.4888888888888888,0.99,0.003742446870487007,0.0,94.11764705882352,13,RUNNING,50,male,25,True
37,20,20,0,0.48918918918918913,0.9924999999999999,0.003190008737256416,0.0,91.17647058823529,14,RUNNING,50,male,25,True
37,20,20,0,0.48918918918918913,0.99,0.0022691105497520707,0.0,91.17647058823529,15,RUNNING,50,male,25,True
37,20,20,0,0.48918918918918913,0.99,0.0024495168036578283,0.0,91.17647058823529,16,RUNNING,50,male,25,True
38,20,20,0,0.4947368421052632,0.99,0.0028130568281202117,0.0,88.23529411764706,17,RUNNING,50,male,25,True
38,20,20,0,0.4947368421052632,0.99,0.002792003765296787,0.0,88.23529411764706,18,RUNNING,50,male,25,True
38,20,20,0,0.4947368421052632,0.9924999999999999,0.003313103426418267,0.0,88.23529411764706,19,RUNNING,50,male,25,True
37,20,20,0,0.5,0.99,0.0025289386939592257,0.0,91.17647058823529,20,RUNNING,50,male,25,True
39,20,20,0,0.5102564102564102,0.995,0.001732795976230776,0.0,85.29411764705883,21,RUNNING,50,male,25,True
38,20,20,0,0.5157894736842105,0.99,0.004009118146264349,0.0,88.23529411764706,22,RUNNING,50,male,25,True
39,20,20,0,0.5153846153846153,0.9924999999999999,0.002883394286791371,0.0,85.29411764705883,23,RUNNING,50,male,25,True
38,20,20,0,0.5210526315789474,0.9924999999999999,0.002278615786572454,0.0,88.23529411764706,24,RUNNING,50,male,25,True
38,20,20,0,0.5210526315789474,0.99,0.004135262154559977,0.0,88.23529411764706,25,RUNNING,50,male,25,True
39,20,20,0,0.5256410256410257,0.99,0.0032912031351393853,0.0,85.29411764705883,26,RUNNING,50,male,25,True
42,20,20,0,0.5285714285714286,0.9924999999999999,0.0035794237894126893,0.0,76.47058823529412,27,RUNNING,50,male,25,True
43,20,20,0,0.5325581395348837,0.99,0.003749398459686373,0.0,73.52941176470588,28,RUNNING,50,male,25,True
42,20,20,0,0.5333333333333333,0.9924999999999999,0.0040437621012640295,0.0,76.47058823529412,29,RUNNING,50,male,25,True
44,20,20,0,0.5499999999999999,0.9924999999999999,0.004005460683988447,0.0,70.58823529411764,30,RUNNING,50,male,25,True
43,20,20,0,0.5465116279069767,0.99,0.0018186443669319819,0.0,73.52941176470588,31,RUNNING,50,male,25,True
40,20,20,0,0.5599999999999999,0.9924999999999999,0.004068230489406842,0.0,82.35294117647058,32,RUNNING,50,male,25,True
41,20,20,0,0.5585365853658536,0.9924999999999999,0.0029469907995129004,0.0,79.41176470588236,33,RUNNING,50,male,25,True
41,20,20,0,0.5585365853658536,0.99,0.0030950022733564554,0.0,79.41176470588236,34,RUNNING,50,male,25,True
40,20,20,0,0.575,0.99,0.0028897084061206965,0.0,82.35294117647058,35,RUNNING,50,male,25,True
43,20,20,0,0.5837209302325581,0.9924999999999999,0.003339718319545078,0.0,73.52941176470588,36,RUNNING,50,male,25,True
43,20,20,0,0.5837209302325581,0.99,0.002553505520363812,0.0,73.52941176470588,37,RUNNING,50,male,25,True
44,20,20,0,0.5818181818181818,0.99,0.0031278775214012657,0.0,70.58823529411764,38,RUNNING,50,male,25,True
43,20,20,0,0.5837209302325581,0.995,0.0023729837637397966,0.0,73.52941176470588,39,RUNNING,50,male,25,True
43,20,20,0,0.5837209302325581,0.995,0.0030466857767258264,0.0,73.52941176470588,40,RUNNING,50,male,25,True
43,20,20,0,0.5837209302325581,0.99,0.004042903712027658,0.0,73.52941176470588,41,RUNNING,50,male,25,True
45,20,20,0,0.58,0.9924999999999999,0.004065172149644456,0.0,67.64705882352942,42,RUNNING,50,male,25,True
46,20,20,0,0.591304347826087,0.9924999999999999,0.0017301694328375015,0.0,64.70588235294117,43,RUNNING,50,male,25,True
48,20,20,0,0.5958333333333333,0.99,0.003966466226503339,0.0,58.82352941176471,44,RUNNING,50,male,25,True
49,20,20,0,0.6061224489795918,0.99,0.003128020881815639,0.0,55.88235294117647,45,RUNNING,50,male,25,True
50,20,20,0,0.612,0.9924999999999999,0.0029675318648410597,0.0,52.94117647058824,46,RUNNING,50,male,25,True
56,20,20,0,0.6071428571428571,0.99,0.0025394611719817732,0.0,35.29411764705882,47,RUNNING,50,male,25,True
57,20,20,0,0.6087719298245613,0.99,0.0025829754450789207,0.0,32.35294117647059,48,RUNNING,50,male,25,True
55,20,20,0,0.6090909090909091,0.9924999999999999,0.0035468241641851213,0.0,38.23529411764706,49,RUNNING,50,male,25,True
59,20,20,0,0.6050847457627118,0.99,0.00375155989507404,0.0,26.470588235294112,50,MAX_STEPS,50,male,25,True
